Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2016-09-18,1.18,244913,126047,32908,447,85510,58161,16384,10965,2016,NewOrleansMobile,0
2016-09-11,1.13,250492,141311,37594,252,71334,58389,9139,3805,2016,NewOrleansMobile,0
2016-09-04,0.94,324151,172989,65043,274,85843,63878,12704,9260,2016,NewOrleansMobile,0
2016-08-28,1.02,309238,171213,49486,363,88175,64573,16041,7560,2016,NewOrleansMobile,0
2016-08-21,1.04,314573,187528,43283,305,83457,61315,12616,9525,2016,NewOrleansMobile,0
2016-08-14,1.11,265537,148300,48204,189,68842,52182,14285,2375,2016,NewOrleansMobile,0
2016-08-07,1.13,287114,153070,52769,333,80940,62537,9693,8709,2016,NewOrleansMobile,0
2016-07-31,1.2,254878,141489,39957,239,73192,58784,13783,625,2016,NewOrleansMobile,0
2016-07-24,1.16,261491,127608,41610,397,91876,68532,10508,12835,2016,NewOrleansMobile,0
2016-07-17,1.09,284925,141466,40877,271,102309,86821,13213,2275,2016,NewOrleansMobile,0
2016-07-10,1.06,291978,149481,41307,335,100853,79378,10060,11414,2016,NewOrleansMobile,0
2016-07-03,0.93,360419,194809,44367,320,120921,98981,15078,6861,2016,NewOrleansMobile,0
2016-06-26,1.05,267116,137323,37595,396,91800,73510,9280,9010,2016,NewOrleansMobile,0
2016-06-19,0.97,293340,162451,39328,267,91292,70450,16416,4425,2016,NewOrleansMobile,0
2016-06-12,0.95,283922,163474,35055,495,84896,63204,9379,12312,2016,NewOrleansMobile,0
2016-06-05,0.89,291490,176829,26539,557,87564,59274,15485,12804,2016,NewOrleansMobile,0
2016-05-29,0.85,300077,167413,47486,355,84823,65115,14412,5295,2016,NewOrleansMobile,0
2016-05-22,0.96,271554,152790,32548,495,85720,67298,13429,4992,2016,NewOrleansMobile,0
2016-05-15,0.86,288244,156109,35603,455,96076,62286,33790,0,2016,NewOrleansMobile,0
2016-05-08,0.63,495732,304801,41988,455,148486,128875,19610,0,2016,NewOrleansMobile,0
2016-05-01,0.58,564738,341116,60230,1500,161891,118421,43469,0,2016,NewOrleansMobile,0
2016-04-24,0.87,295498,150931,33965,3088,107513,77956,29557,0,2016,NewOrleansMobile,0
2016-04-17,0.87,323909,181796,32868,380,108864,89653,19210,0,2016,NewOrleansMobile,0
2016-04-10,0.87,312471,166398,34799,612,110661,81778,28883,0,2016,NewOrleansMobile,0
2016-04-03,0.89,316709,183584,29117,4574,99432,80521,18910,0,2016,NewOrleansMobile,0
2016-03-27,0.94,263581,138523,31627,1281,92149,79866,12283,0,2016,NewOrleansMobile,0
2016-03-20,0.94,273647,148492,30606,1534,93013,77772,15240,0,2016,NewOrleansMobile,0
2016-03-13,0.91,304057,160965,38522,455,104114,80240,23873,0,2016,NewOrleansMobile,0
2016-03-06,0.97,267953,150786,27025,565,89576,74664,14911,0,2016,NewOrleansMobile,0
2016-02-28,0.8,320342,173568,35255,991,110526,84691,25835,0,2016,NewOrleansMobile,0
2016-02-21,0.89,263057,142078,31665,322,88990,71315,17675,0,2016,NewOrleansMobile,0
2016-02-14,0.81,269319,175416,29031,379,64492,51330,13161,0,2016,NewOrleansMobile,0
2016-02-07,0.58,542750,348348,55886,566,137948,114075,23873,0,2016,NewOrleansMobile,0
2016-01-31,0.88,282933,164436,33071,347,85079,74926,10152,0,2016,NewOrleansMobile,0
2016-01-24,0.9,228086,101029,36030,403,90623,77619,13004,0,2016,NewOrleansMobile,0
2016-01-17,0.88,286862,158616,41109,499,86636,77817,8819,0,2016,NewOrleansMobile,0
2016-01-10,0.9,264477,160167,24063,440,79806,67742,12063,0,2016,NewOrleansMobile,0
2016-01-03,0.86,274498,159513,40902,352,73729,65954,7775,0,2016,NewOrleansMobile,0
2016-12-25,1.36,1087984,11329,713042,84414,279198,241335,36654,1207,2016,NewYork,0
2016-12-18,1.26,1241381,14178,954802,15428,256972,215851,39174,1946,2016,NewYork,0
2016-12-11,1.32,1163696,10994,793989,5247,353464,247566,104392,1506,2016,NewYork,0
2016-12-04,1.52,960475,13893,696042,2350,248190,214068,33668,453,2016,NewYork,0
2016-11-27,1.56,970753,15264,696848,2022,256617,223707,32610,298,2016,NewYork,0
2016-11-20,1.59,1093097,16970,732069,2999,341057,303438,35803,1816,2016,NewYork,0
2016-11-13,1.9,830018,12169,523321,2970,291557,248573,42984,0,2016,NewYork,0
2016-11-06,1.93,767190,10277,460230,3519,293163,250705,42457,0,2016,NewYork,0
2016-10-30,1.99,618279,9264,435952,1595,171466,148756,21484,1225,2016,NewYork,0
2016-10-23,1.95,807564,11212,512038,2086,282227,275967,5009,1250,2016,NewYork,0
2016-10-16,1.89,969846,15611,636341,1794,316099,279470,35805,823,2016,NewYork,0
2016-10-09,1.76,1031060,20086,688905,1806,320260,272661,47381,218,2016,NewYork,0
2016-10-02,1.72,1057930,33926,658467,3847,361689,310800,50151,737,2016,NewYork,0
2016-09-25,1.62,1061132,121477,566149,2002,371503,333527,37136,838,2016,NewYork,0
2016-09-18,1.5,1108446,112702,551448,1664,442631,390220,52277,133,2016,NewYork,0
2016-09-11,1.26,1558413,239517,883865,2148,432881,384183,48239,457,2016,NewYork,0
2016-09-04,1.47,1278749,23916,832269,12219,410344,355517,53778,1048,2016,NewYork,0
2016-08-28,1.58,1212399,19257,715527,37849,439765,378940,57956,2868,2016,NewYork,0
2016-08-21,1.47,1334937,15005,771413,4586,543933,487247,52652,4033,2016,NewYork,0
2016-08-14,1.49,1275952,18600,714407,13049,529895,496919,31781,1194,2016,NewYork,0
2016-08-07,1.54,1256917,22522,668121,26114,540160,496292,40991,2876,2016,NewYork,0
2016-07-31,1.7,1122162,16312,609412,21053,475384,453444,19392,2547,2016,NewYork,0
2016-07-24,1.68,1180373,14628,650141,22932,492670,466170,21057,5442,2016,NewYork,0
2016-07-17,1.64,1076259,12881,611445,28823,423109,365760,50850,6497,2016,NewYork,0
2016-07-10,1.51,1266199,15424,700324,38821,511629,423617,84322,3688,2016,NewYork,0
2016-07-03,1.53,1280725,14732,746733,49981,469278,401172,62447,5657,2016,NewYork,0
2016-06-26,1.2,1622151,16027,1130566,30501,445055,385977,56319,2758,2016,NewYork,0
2016-06-19,1.5,1372612,16094,901972,28828,425716,366851,55746,3118,2016,NewYork,0
2016-06-12,1.44,1485642,19083,976390,21103,469063,404818,60441,3803,2016,NewYork,0
2016-06-05,1.47,1447580,15757,955311,23821,452689,387456,63464,1769,2016,NewYork,0
2016-05-29,1.08,1827100,19729,1354634,24551,428183,357118,70667,398,2016,NewYork,0
2016-05-22,1.14,1586647,16781,1157504,16382,395979,362726,32847,405,2016,NewYork,0
2016-05-15,1.14,1706730,17964,1274098,16601,398066,343885,52450,1730,2016,NewYork,0
2016-05-08,0.77,2740587,26384,2283465,21633,409104,349589,59095,419,2016,NewYork,0
2016-05-01,1.22,1536109,16424,1106990,11518,401177,321936,79106,134,2016,NewYork,0
2016-04-24,1.12,1718055,19783,1290475,12409,395387,331784,62792,811,2016,NewYork,0
2016-04-17,1.08,1030786,16212,582843,4694,427037,350600,74702,1734,2016,NewYork,0
2016-04-10,1.09,987897,19209,588026,2136,378525,337797,38411,2316,2016,NewYork,0
2016-04-03,1.31,1240608,15436,912292,1685,311193,269122,42071,0,2016,NewYork,0
2016-03-27,1.32,1395562,17761,1008215,1438,368147,316529,51617,0,2016,NewYork,0
2016-03-20,1.09,1743194,23278,1269404,1917,448593,407712,40881,0,2016,NewYork,0
2016-03-13,1.17,1600417,28599,1237674,2800,331341,287983,43358,0,2016,NewYork,0
2016-03-06,1.24,1455656,18107,1074827,2066,360654,317977,42677,0,2016,NewYork,0
2016-02-28,1.15,1594427,18295,1282457,2027,291647,249147,42500,0,2016,NewYork,0
2016-02-21,1.21,1315177,15028,930110,3071,366968,323061,43906,0,2016,NewYork,0
2016-02-14,1.09,1806980,23786,1388157,1219,393817,326948,66868,0,2016,NewYork,0
2016-02-07,0.95,2202127,23983,1630429,2999,544715,502578,42137,0,2016,NewYork,0
2016-01-31,1.02,1615465,18769,1284268,1383,311043,269851,41190,2,2016,NewYork,0
2016-01-24,1.3,1429242,16058,993964,1854,417366,345620,71745,0,2016,NewYork,0
2016-01-17,1.01,1840344,18562,1422978,4948,393855,349479,44375,0,2016,NewYork,0
2016-01-10,1.15,1364272,16165,1012218,1669,334219,278109,56109,0,2016,NewYork,0
2016-01-03,1.07,1454164,16972,1192875,1462,242853,205535,37308,8,2016,NewYork,0
2016-12-25,1.36,3216470,109608,2191723,117488,797649,742542,53297,1808,2016,Northeast,0
2016-12-18,1.22,3686005,140720,2795230,36711,713343,651338,59782,2222,2016,Northeast,0
2016-12-11,1.32,3381321,102683,2390081,19968,868587,733966,132518,2103,2016,Northeast,0
2016-12-04,1.4,3222663,130456,2427295,12275,652635,606208,45127,1299,2016,Northeast,0
2016-11-27,1.51,2701518,102215,1938616,10853,649833,608290,40586,955,2016,Northeast,0
2016-11-20,1.51,3206946,126526,2178698,16299,885422,839621,43848,1952,2016,Northeast,0
2016-11-13,1.67,2706838,126870,1797497,14009,768461,716107,52343,10,2016,Northeast,0
2016-11-06,1.71,2507401,124032,1616563,13244,753561,699083,53807,669,2016,Northeast,0
2016-10-30,1.72,2364424,118904,1616421,12120,616978,587560,28141,1276,2016,Northeast,0
2016-10-23,1.67,2916578,137388,1930226,16940,832022,817362,12135,2525,2016,Northeast,0
2016-10-16,1.65,3107049,144612,2009401,13908,939127,892219,46084,823,2016,Northeast,0
2016-10-09,1.54,3350949,154892,2258828,12844,924383,866463,57527,392,2016,Northeast,0
2016-10-02,1.59,3257752,208054,2048824,17032,983840,922618,60122,1099,2016,Northeast,0
2016-09-25,1.53,3458790,446786,1993513,18241,1000248,950223,49098,926,2016,Northeast,0
2016-09-18,1.45,3442454,409569,1938470,17881,1076533,1009926,66387,218,2016,Northeast,0
2016-09-11,1.28,4456957,703699,2632018,25571,1095668,1028147,67007,513,2016,Northeast,0
2016-09-04,1.4,4019648,358039,2446669,38848,1176090,1109685,62681,3723,2016,Northeast,0
2016-08-28,1.4,4309301,490786,2495011,68592,1254911,1164225,71526,19159,2016,Northeast,0
2016-08-21,1.4,4127080,247658,2351280,25740,1502401,1384984,97632,19784,2016,Northeast,0
2016-08-14,1.37,4195423,316873,2323362,40749,1514437,1435534,63918,14985,2016,Northeast,0
2016-08-07,1.47,4024822,304604,2245559,59915,1414742,1335096,58406,21239,2016,Northeast,0
2016-07-31,1.6,3813808,224803,2213892,57230,1317881,1265795,33486,18600,2016,Northeast,0
2016-07-24,1.54,3834290,220814,2172523,63713,1377239,1287855,36043,53340,2016,Northeast,0
2016-07-17,1.49,3736814,196491,2123945,74756,1341621,1208291,68637,64692,2016,Northeast,0
2016-07-10,1.33,4487625,316659,2589205,99899,1481861,1316229,107324,58307,2016,Northeast,0
2016-07-03,1.41,4486744,210728,2669362,123210,1483443,1330833,82816,69794,2016,Northeast,0
2016-06-26,1.28,4840949,190136,3188127,118844,1343840,1233605,78613,31622,2016,Northeast,0
2016-06-19,1.4,4506892,184730,2920243,132512,1269406,1164066,74863,30476,2016,Northeast,0
2016-06-12,1.34,4599028,201927,2903948,135414,1357738,1246079,80946,30712,2016,Northeast,0
2016-06-05,1.35,4570515,154509,2911585,156593,1347827,1235470,92633,19724,2016,Northeast,0
2016-05-29,1.14,5141314,141464,3554079,213854,1231915,1104419,117666,9829,2016,Northeast,0
2016-05-22,1.14,4609250,104014,3018204,219221,1267810,1193559,60109,14141,2016,Northeast,0
2016-05-15,1.13,4999100,100735,3556589,172917,1168858,1062590,103624,2643,2016,Northeast,0
2016-05-08,0.87,6899727,135137,5246830,211975,1305784,1213743,91515,525,2016,Northeast,0
2016-05-01,1.12,5247266,123023,3800242,144510,1179490,1064779,114354,356,2016,Northeast,0
2016-04-24,1.13,4815249,125736,3366389,142677,1180445,1087631,90193,2621,2016,Northeast,0
2016-04-17,1.12,3849051,105339,2415296,102786,1225628,1115346,108151,2131,2016,Northeast,0
2016-04-10,1.09,3756625,113797,2340135,164663,1138029,1070178,64699,3150,2016,Northeast,0
2016-04-03,1.18,3872680,99894,2745624,90728,936432,869386,66910,135,2016,Northeast,0
2016-03-27,1.23,4239016,99223,2932815,104253,1102723,1021991,80732,0,2016,Northeast,0
2016-03-20,1.11,4834759,108456,3414702,79981,1231618,1171614,60004,0,2016,Northeast,0
2016-03-13,1.13,4713935,122581,3460335,111254,1019762,958452,61310,0,2016,Northeast,0
2016-03-06,1.21,4226925,111263,2950419,83451,1081790,1022900,58882,7,2016,Northeast,0
2016-02-28,1.15,4481119,105867,3361015,84168,930067,867106,62961,0,2016,Northeast,0
2016-02-21,1.21,3948234,94936,2707199,84110,1061988,984377,77610,0,2016,Northeast,0
2016-02-14,1.08,4959257,121413,3553331,129490,1155023,1047179,107841,1,2016,Northeast,0
2016-02-07,1.03,5919226,125570,4290645,59775,1443234,1369646,73584,3,2016,Northeast,0
2016-01-31,1.06,4650798,102906,3443651,59279,1044960,981185,63773,1,2016,Northeast,0
2016-01-24,1.21,4412280,75379,2940359,66877,1329664,1234678,94980,5,2016,Northeast,0
2016-01-17,1.09,4891516,102211,3491028,77510,1220765,1153104,67661,0,2016,Northeast,0
2016-01-10,1.2,3890225,96952,2696731,34789,1061752,976499,85149,103,2016,Northeast,0
2016-01-03,1.07,4524219,96146,3588931,53765,785375,731458,52073,1843,2016,Northeast,0
2016-12-25,1.24,325634,12140,257987,2878,52627,52623,4,0,2016,NorthernNewEngland,0
2016-12-18,1.19,357508,14139,293062,5316,44989,44559,396,33,2016,NorthernNewEngland,0
2016-12-11,1.29,310425,9683,246740,3080,50921,50026,894,0,2016,NorthernNewEngland,0
2016-12-04,1.12,440990,24617,378804,2349,35218,35218,0,0,2016,NorthernNewEngland,0
2016-11-27,1.41,262748,11304,210220,2392,38831,38831,0,0,2016,NorthernNewEngland,0
2016-11-20,1.39,315783,15322,247461,3473,49526,49526,0,0,2016,NorthernNewEngland,0
2016-11-13,1.48,268388,11996,211327,2651,42414,42414,0,0,2016,NorthernNewEngland,0
2016-11-06,1.47,242666,10727,179547,2261,50130,50130,0,0,2016,NorthernNewEngland,0
2016-10-30,1.52,255455,12252,185280,2879,55043,55043,0,0,2016,NorthernNewEngland,0
2016-10-23,1.48,291385,17405,223021,4022,46935,46935,0,0,2016,NorthernNewEngland,0
2016-10-16,1.47,290884,14794,224368,3353,48368,48368,0,0,2016,NorthernNewEngland,0
2016-10-09,1.4,305506,14886,239615,2844,48160,48160,0,0,2016,NorthernNewEngland,0
2016-10-02,1.52,291185,18423,222357,3193,47210,47207,3,0,2016,NorthernNewEngland,0
2016-09-25,1.58,315399,23189,236472,3706,52029,52018,11,0,2016,NorthernNewEngland,0
2016-09-18,1.48,316980,24643,235008,4265,53063,52433,548,80,2016,NorthernNewEngland,0
2016-09-11,1.44,343314,35007,237320,7204,63781,63234,537,10,2016,NorthernNewEngland,0
2016-09-04,1.38,374902,83711,209147,6202,75841,75401,0,440,2016,NorthernNewEngland,0
2016-08-28,1.08,573338,211564,287750,4901,69122,67069,22,2030,2016,NorthernNewEngland,0
2016-08-21,1.34,413497,95074,197872,4669,115881,114415,30,1435,2016,NorthernNewEngland,0
2016-08-14,1.21,463651,114823,226795,5813,116219,114464,0,1755,2016,NorthernNewEngland,0
2016-08-07,1.41,457429,113313,241098,5883,97133,96888,0,245,2016,NorthernNewEngland,0
2016-07-31,1.49,435129,79930,239638,6617,108942,107009,3,1930,2016,NorthernNewEngland,0
2016-07-24,1.36,463062,83734,244441,7567,127318,122744,3,4570,2016,NorthernNewEngland,0
2016-07-17,1.37,412386,75192,228099,7593,101500,94129,0,7371,2016,NorthernNewEngland,0
2016-07-10,1.06,569327,134476,339263,10102,85485,77486,4,7995,2016,NorthernNewEngland,0
2016-07-03,1.29,525917,78903,321186,14095,111731,102068,7,9655,2016,NorthernNewEngland,0
2016-06-26,1.28,497816,63778,323719,20456,89862,85807,0,4055,2016,NorthernNewEngland,0
2016-06-19,1.26,485945,53199,322695,27247,82803,80128,0,2675,2016,NorthernNewEngland,0
2016-06-12,1.19,472020,48479,307758,30137,85644,82839,0,2805,2016,NorthernNewEngland,0
2016-06-05,1.18,471356,32955,314403,35125,88872,86447,0,2425,2016,NorthernNewEngland,0
2016-05-29,1.1,499944,19245,337329,58060,85309,83274,4,2030,2016,NorthernNewEngland,0
2016-05-22,1.02,433251,2888,280360,64720,85282,82259,7,3015,2016,NorthernNewEngland,0
2016-05-15,1.07,443517,3333,314998,47340,77844,77840,3,0,2016,NorthernNewEngland,0
2016-05-08,0.97,546838,3368,370026,55130,118311,118297,14,0,2016,NorthernNewEngland,0
2016-05-01,1.02,628512,2527,538037,37533,50413,50354,0,59,2016,NorthernNewEngland,0
2016-04-24,1.07,431615,2993,326907,39188,62526,62471,55,0,2016,NorthernNewEngland,0
2016-04-17,1.12,399074,2033,303891,29548,63600,63501,33,65,2016,NorthernNewEngland,0
2016-04-10,1.04,409227,2856,291174,50624,64571,64557,14,0,2016,NorthernNewEngland,0
2016-04-03,0.99,486716,3194,411414,26852,45255,45255,0,0,2016,NorthernNewEngland,0
2016-03-27,1.13,423257,2320,327259,29091,64585,64585,0,0,2016,NorthernNewEngland,0
2016-03-20,1.14,414604,3204,325110,25614,60674,60671,3,0,2016,NorthernNewEngland,0
2016-03-13,1.01,476634,3165,382630,36964,53874,53859,14,0,2016,NorthernNewEngland,0
2016-03-06,1.08,405931,4140,303581,26686,71523,71471,51,0,2016,NorthernNewEngland,0
2016-02-28,1.1,387149,4257,288178,26834,67879,67323,556,0,2016,NorthernNewEngland,0
2016-02-21,1.16,380427,3997,278339,26089,72000,70056,1943,0,2016,NorthernNewEngland,0
2016-02-14,0.99,456439,4686,316152,41374,94224,91688,2536,0,2016,NorthernNewEngland,0
2016-02-07,0.97,605846,3738,531499,16922,53686,51858,1828,0,2016,NorthernNewEngland,0
2016-01-31,1.07,419786,3328,292519,18558,105379,104227,1151,0,2016,NorthernNewEngland,0
2016-01-24,1.07,453559,852,319014,22047,111645,111162,483,0,2016,NorthernNewEngland,0
2016-01-17,1.08,447078,3556,328749,22335,92437,92437,0,0,2016,NorthernNewEngland,0
2016-01-10,1.24,343406,2398,270035,11133,59840,59836,3,0,2016,NorthernNewEngland,0
2016-01-03,0.96,553828,3485,492915,17575,39852,39852,0,0,2016,NorthernNewEngland,0
2016-12-25,0.94,359005,131616,81351,133,145904,65955,79804,144,2016,Orlando,0
2016-12-18,0.92,333093,113248,76982,118,142743,63529,79119,94,2016,Orlando,0
2016-12-11,1.22,247659,84080,48772,67,114739,61197,53441,100,2016,Orlando,0
2016-12-04,0.97,398859,129743,95284,114,173717,65178,108538,0,2016,Orlando,0
2016-11-27,1.46,221373,76751,48667,121,95833,44616,51217,0,2016,Orlando,0
2016-11-20,1.46,239374,83653,50316,91,105313,49247,56065,0,2016,Orlando,0
2016-11-13,1.4,250639,97337,50337,167,102797,48419,54377,0,2016,Orlando,0
2016-11-06,1.47,236696,93321,53545,149,89681,34250,55431,0,2016,Orlando,0
2016-10-30,1.54,223224,82399,52975,143,87706,30132,57103,469,2016,Orlando,0
2016-10-23,1.52,236500,83780,68746,134,83838,28494,54609,734,2016,Orlando,0
2016-10-16,1.23,311363,104391,87927,151,118893,24825,94068,0,2016,Orlando,0
2016-10-09,1.44,267399,91531,81061,129,94677,39055,55621,0,2016,Orlando,0
2016-10-02,1.45,301939,117406,66860,189,117482,50462,66632,387,2016,Orlando,0
2016-09-25,1.4,302808,122725,54807,134,125141,61486,62514,1140,2016,Orlando,0
2016-09-18,1.16,319543,133279,59374,90,126800,57821,68979,0,2016,Orlando,0
2016-09-11,1.18,312266,150964,55134,63,106104,50283,55821,0,2016,Orlando,0
2016-09-04,0.97,477301,275859,75406,171,125863,59356,66507,0,2016,Orlando,0
2016-08-28,1.18,326913,163536,80917,91,82367,58695,21860,1811,2016,Orlando,0
2016-08-21,1.19,347563,170496,87311,83,89671,60961,23780,4930,2016,Orlando,0
2016-08-14,1.14,416694,210918,92045,131,113598,53991,54647,4960,2016,Orlando,0
2016-08-07,1.23,327167,143759,84662,114,98631,52784,35583,10262,2016,Orlando,0
2016-07-31,1.24,320002,137791,80412,90,101707,59130,33276,9300,2016,Orlando,0
2016-07-24,1.22,336366,145903,92078,142,98243,53516,34306,10420,2016,Orlando,0
2016-07-17,1.17,348318,141751,90770,104,115691,72463,31198,12030,2016,Orlando,0
2016-07-10,1.17,341532,143563,84546,129,113292,71803,29184,12305,2016,Orlando,0
2016-07-03,0.93,553640,277838,118092,278,157430,87341,50692,19396,2016,Orlando,0
2016-06-26,1.18,333568,143186,76177,94,114109,68453,35165,10490,2016,Orlando,0
2016-06-19,0.97,454278,238794,98795,250,116438,52416,52961,11060,2016,Orlando,0
2016-06-12,1.24,293811,143222,64910,142,85536,44014,32645,8876,2016,Orlando,0
2016-06-05,0.97,448117,262311,71419,231,114154,45382,58692,10079,2016,Orlando,0
2016-05-29,0.95,481068,283442,82501,344,114780,48638,62353,3788,2016,Orlando,0
2016-05-22,1.17,312532,163428,55452,307,93343,44788,40285,8269,2016,Orlando,0
2016-05-15,0.83,512839,218691,121577,378,172192,46050,121150,4991,2016,Orlando,0
2016-05-08,0.95,432737,213997,80588,259,137892,60411,77481,0,2016,Orlando,0
2016-05-01,0.76,667818,301117,142408,403,223889,70814,152706,368,2016,Orlando,0
2016-04-24,0.83,533830,230753,124208,745,178123,46440,130991,691,2016,Orlando,0
2016-04-17,1.06,347880,172247,69222,225,106185,44830,61355,0,2016,Orlando,0
2016-04-10,0.83,517277,229924,113252,213,173886,43958,129928,0,2016,Orlando,0
2016-04-03,1.05,349121,178043,55773,251,115053,49626,65426,0,2016,Orlando,0
2016-03-27,1.06,311571,152991,56406,62,102111,45393,56717,0,2016,Orlando,0
2016-03-20,1.09,291755,136450,56331,89,98884,39885,58998,0,2016,Orlando,0
